Tweet,Date
"Unprecedented success for our Country, in so many ways, since the Election. Record Stock Market, Strong on Military, Crime, Borders, & ISIS, Judicial Strength & Numbers, Lowest Unemployment for Women & ALL, Massive Tax Cuts, end of Individual Mandate - and so much more. Big 2018!",20-Jan
"Beautiful weather all over our great country, a perfect day for all Women to March. Get out there now to celebrate the historic milestones and unprecedented economic success and wealth creation that has taken place over the last 12 months. Lowest female unemployment in 18 years!",20-Jan
#AMERICA FIRST!,20-Jan
"For those asking, the Republicans only have 51 votes in the Senate, and they need 60. That is why we need to win more Republicans in 2018 Election! We can then be even tougher on  Crime (and Border), and even better to our Military & Veterans!",20-Jan
This is the One Year Anniversary of my Presidency and the Democrats wanted to give me a nice present. #DemocratShutdown,20-Jan
"Not looking good for our great Military or Safety & Security on the very dangerous Southern Border. Dems want a Shutdown in order to help diminish the great success of the Tax Cuts, and what they are doing for our booming economy.",19-Jan
Excellent preliminary meeting in Oval with @SenSchumer - working on solutions for Security and our great Military together with @SenateMajLdr McConnell and @SpeakerRyan. Making progress - four week extension would be best!,19-Jan
Just signed 702 Bill to reauthorize foreign intelligence collection. This is NOT the same FISA law that was so wrongly abused during the election. I will always do the right thing for our country and put the safety of the American people first!,19-Jan
"Today, I was honored and proud to address the 45th Annual @March_for_Life! You are living witnesses of this yearâ€™s March for Life theme: #LoveSavesLives.",19-Jan
"â€œShutting down the government is a very serious thing. People die, accidents happen. I donâ€™t know how I would vote right now on a CR, OK?â€ùSen. Dianne Feinstein (D-Calif)",19-Jan
".@WhiteHouse Briefing with Director Marc Short and Director Mick Mulvaney...https://www.pscp.tv/w/1ynJOoapEXqJR ",19-Jan
Government Funding Bill past last night in the House of Representatives. Now Democrats are needed if it is to pass in the Senate - but they want illegal immigration and weak borders. Shutdown coming? We need more Republican victories in 2018!,19-Jan
House of Representatives needs to pass Government Funding Bill tonight. So important for our country - our Military needs it!,18-Jan
"AMERICA will once again be a NATION that thinks big, dreams bigger, and always reaches for the stars. YOU are the ones who will shape Americaâ€™s destiny. YOU are the ones who will restore our prosperity. And YOU are the ones who are MAKING AMERICA GREAT AGAIN! #MAGA",18-Jan
"Departing Pittsburgh now, where it was my great honor to stand with our incredible workers, and to show the world that AMERICA is back - and we are coming back bigger and better and stronger than ever before!",18-Jan
A government shutdown will be devastating to our military...something the Dems care very little about!,18-Jan
"CHIP should be part of a long term solution, not a 30 Day, or short term, extension!",18-Jan
"We need the Wall for the safety and security of our country. We need the Wall to help stop the massive inflow of drugs from Mexico, now rated the number one most dangerous country in the world. If there is no Wall, there is no Deal!",18-Jan
"Will be going to Pennsylvania today in order to give my total support to RICK SACCONE, running for Congress in a Special Election (March 13). Rick is a great guy. We need more Republicans to continue our already successful agenda!",18-Jan
"....The Wall will be paid for, directly or indirectly, or through longer term reimbursement, by Mexico, which has a ridiculous $71 billion dollar trade surplus with the U.S. The $20 billion dollar Wall is â€œpeanutsâ€ù compared to what Mexico makes from the U.S. NAFTA is a bad joke!",18-Jan
"The Wall is the Wall, it has never changed or evolved from the first day I conceived of it. Parts will be, of necessity, see through and it was never intended to be built in areas where there is natural protection such as mountains, wastelands or tough rivers or water.....",18-Jan
"ISIS is in retreat, our economy is booming, investments and jobs are pouring back into the country, and so much more! Together there is nothing we canâ€™t overcome--even a very biased media. We ARE Making America Great Again!",17-Jan
"Despite some very corrupt and dishonest media coverage, there are many great reporters I respect and lots of GOOD NEWS for the American people to be proud of!",17-Jan
And the FAKE NEWS winners are...,17-Jan
Main Street is BACK! Strongest Holiday Sales bump since the Great Recession -- beating forecasts by BILLIONS OF DOLLARS.,17-Jan
"During the campaign, I promised to MAKE AMERICA GREAT AGAIN by bringing businesses and jobs back to our country. I am very proud to see companies like Chrysler moving operations from Mexico to Michigan where there are so many great American workers!",17-Jan
I promised that my policies would allow companies like Apple to bring massive amounts of money back to the United States. Great to see Apple follow through as a result of TAX CUTS. Huge win for American workers and the USA!,17-Jan
"Today, we witnessed an incredible moment in history â€“ the presentation of Congressâ€™ highest civilian honor to our friend, and true AMERICAN HERO, Bob Dole. #CongressionalGoldMedal",17-Jan
Eric Trump on @foxandfriends  now!,17-Jan
"....we need to keep America safe, including moving away from a random chain migration and lottery system, to one that is merit-based.",16-Jan
New report from DOJ & DHS shows that nearly 3 in 4 individuals convicted of terrorism-related charges are foreign-born. We have submitted to Congress a list of resources and reforms....,16-Jan
"Today, it was my honor to welcome President Nursultan Nazarbayev of Kazakhstan to the @WhiteHouse!",16-Jan
"â€œPresident Donald J. Trump Proclaims January 16, 2018, as Religious Freedom Dayâ€ù",16-Jan
"Unemployment for Black Americans is the lowest ever recorded. Trump approval ratings with Black Americans has doubled. Thank you, and it will get even (much) better! @FoxNews",16-Jan
â€œ90% of Trump 2017 news coverage was negativeâ€ù -and much of it contrived!@foxandfriends,16-Jan
"Do you notice the Fake News Mainstream Media never likes covering the great and record setting economic news, but rather talks about anything negative or that can be turned into the negative. The Russian Collusion Hoax is dead, except as it pertains to the Dems. Public gets it!",16-Jan
"The Democrats want to shut down the Government over Amnesty for all and Border Security. The biggest loser will be our rapidly rebuilding Military, at a time we need it more than ever. We need a merit based system of immigration, and we need it now! No more dangerous Lottery.",16-Jan
"We must have Security at our VERY DANGEROUS SOUTHERN BORDER, and we must have a great WALL to help protect us, and to help stop the massive inflow of drugs pouring into our country!",16-Jan
Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals canâ€™t get made when there is no trust! Durbin blew DACA and is hurting our Military.,15-Jan
"DACA is probably dead because the Democrats donâ€™t really want it, they just want to talk and take desperately needed money away from our Military.",14-Jan
"I, as President, want people coming into our Country who are going to help us become strong and great again, people coming in through a system based on MERIT. No more Lotteries! #AMERICA FIRST",14-Jan
"...big unnecessary regulation cuts made it all possibleâ€ù (among many other things). â€œPresident Trump reversed the policies of President Obama, and reversed our economic decline.â€ù Thank you Stuart Varney.  @foxandfriends",14-Jan
"â€œPresident Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2,000,000 workers. Most explosive Stock Market rally that weâ€™ve seen in modern times. 18,000 to 26,000 from Election, and grounded in profitability and growth. All Trump, not 0...",14-Jan
"I will be always be incredibly proud of my work for @StJude, raising $16.3+ million dollars over the last 10 years at a 9.2% expense ratio. Their research continues to save millions of lives worldwide and they are truly the greatest peripatetic research hospital in the world.",15-Jan
#MakeAmericaGreatAgain ,14-Jan
"We had a special visitor yesterday. @IvankaTrump, thank you for meeting with @KayColesJames, spending time with our team, and speaking to our interns!",13-Jan
"""Dr. King's dream is our dream. It is the American Dream. It's the promise stitched into the fabric of our Nation, etched into the hearts of our people, and written into the soul of humankind.""",15-Jan
"...to stop drugs, they want to take money away from our military which we cannot do.â€ù My standard is very simple, AMERICA FIRST & MAKE AMERICA GREAT AGAIN!",15-Jan
"Statement by me last night in Florida: â€œHonestly, I donâ€™t think the Democrats want to make a deal. They talk about DACA, but they donâ€™t want to help..We are ready, willing and able to make a deal but they donâ€™t want to. They donâ€™t want security at the border, they donâ€™t want.....",15-Jan
"So much Fake News is being reported. They donâ€™t even try to get it right, or correct it when they are wrong. They promote the Fake Book of a mentally deranged author, who knowingly writes false information. The Mainstream Media is crazed that WE won the election!",13-Jan
...and they knew exactly what I said and meant. They just wanted a story. FAKE NEWS!,14-Jan
"The Wall Street Journal stated falsely that I said to them â€œI have a good relationship with Kim Jong Unâ€ù (of N. Korea). Obviously I didnâ€™t say that. I said â€œIâ€™d have a good relationship with Kim Jong Un,â€ù a big difference. Fortunately we now record conversations with reporters...",14-Jan
,13-Jan
"Fusion GPS, firm behind disputed Russia dossier, retracts its claim of FBI mole in Trump camphttp://amp.washingtontimes.com/news/2018/jan/13/glenn-simpson-believes-fbi-has-mole-inside-trump-t/ â€_",13-Jan
"Dick Durbin called Trump racist for wanting to end chain migration. Here's a video of Dick Durbin calling for an end to chain migration https://www.c-span.org/video/standalone/?c4706768 â€_",13-Jan
"The stock market has gained an incredible 7.8 Trillion dollars in market value since @POTUS was elected! Looks like 4% economic growth in 4th quarter, lowest level of claims for unemployment benefits in 44 years, and black unemployment rate is the lowest (6.8%) on record! #MAGA",13-Jan
"I donâ€™t believe the Democrats really want to see a deal on DACA. They are all talk and no action. This is the time but, day by day, they are blowing the one great opportunity they have. Too bad!",13-Jan
AMERICA FIRST!,13-Jan
The Democrats are all talk and no action. They are doing nothing to fix DACA. Great opportunity missed. Too bad!,13-Jan
"Yesterday was a big day for the stock market. Jobs are coming back to America. Chrysler is coming back to the USA, from Mexico and many others will follow. Tax cut money to employees is pouring into our economy with many more companies announcing. American business is hot again!",13-Jan
"Today, it was my great honor to proclaim January 15, 2018, as Martin Luther King Jr., Federal Holiday. I encourage all Americans to observe this day with appropriate civic, community, and service activities in honor of Dr. King's life and legacy.",12-Jan
"Never said anything derogatory about Haitians other than Haiti is, obviously, a very poor and troubled country. Never said â€œtake them out.â€ù Made up by Dems. I have a wonderful relationship with Haitians. Probably should record future meetings - unfortunately, no trust!",12-Jan
"Sadly, Democrats want to stop paying our troops and government workers in order to give a sweetheart deal, not a fair deal, for DACA. Take care of our Military, and our Country, FIRST!",12-Jan
"The language used by me at the DACA meeting was tough, but this was not the language used. What was really tough was the outlandish proposal made - a big setback for DACA!",12-Jan
"....Because of the Democrats not being interested in life and safety, DACA has now taken a big step backwards. The Dems will threaten â€œshutdown,â€ù but what they are really doing is shutting down our military, at a time we need it most. Get smart, MAKE AMERICA GREAT AGAIN!",12-Jan
"....countries which are doing badly. I want a merit based system of immigration and people who will help take our country to the next level. I want safety and security for our people. I want to stop the massive inflow of drugs. I want to fund our military, not do a Dem defund....",12-Jan
"The so-called bipartisan DACA deal presented yesterday to myself and a group of Republican Senators and Congressmen was a big step backwards. Wall was not properly funded, Chain & Lottery were made worse and USA would be forced to take large numbers of people from high crime.....",12-Jan
"Reason I canceled my trip to London is that I am not a big fan of the Obama Administration having sold perhaps the best located and finest embassy in London for â€œpeanuts,â€ù only to build a new one in an off location for 1.2 billion dollars. Bad deal. Wanted me to cut ribbon-NO!",11-Jan
"The Democrats seem intent on having people and drugs pour into our country from the Southern Border, risking thousands of lives in the process. It is my duty to protect the lives and safety of all Americans. We must build a Great Wall, think Merit and end Lottery & Chain. USA!",11-Jan
Democrat Dianne Feinstein should never have released secret committee testimony to the public without authorization. Very disrespectful to committee members and possibly illegal. She blamed her poor decision on the fact she had a cold - a first!,11-Jan
"Chrysler is moving a massive plant from Mexico to Michigan, reversing a years long opposite trend. Thank you Chrysler, a very wise decision. The voters in Michigan are very happy they voted for Trump/Pence. Plenty of more to follow!",11-Jan
"More great news as a result of historical Tax Cuts and Reform: Fiat Chrysler announces plan to invest more than $1 BILLION in Michigan plant, relocating their heavy-truck production from Mexico to Michigan, adding 2,500 new jobs and paying $2,000 bonus to U.S. employees!",11-Jan
Small Business Poll has highest approval numbers in the polls history. All business is just at the beginning of something really special!,11-Jan
"Thank you Adam Levine, The Federalist, in interview on @foxandfriends  â€œDonald Trump is the greatest President our Country has ever seen.â€ù",11-Jan
"Yesterday, I signed the #INTERDICTAct (H.R. 2142) with bipartisan members of Congress to help end the flow of drugs into our country. Together, we are committed to doing everything we can to combat the deadly scourge of drug addiction and overdose in the United States!",11-Jan
"Great news, as a result of our TAX CUTS & JOBS ACT!",11-Jan
"With that being said, I have personally directed the fix to the unmasking process since taking office and todayâ€™s vote is about foreign surveillance of foreign bad guys on foreign land. We need it! Get smart!",11-Jan
â€œ45 year low in illegal immigration this year.â€ù @foxandfriends,11-Jan
"â€œHouse votes on controversial FISA ACT today.â€ù This is the act that may have been used, with the help of the discredited and phony Dossier, to so badly surveil and abuse the Trump Campaign by the previous administration and others?",11-Jan
"In new Quinnipiac Poll, 66% of people feel the economy is â€œExcellent or Good.â€ù That is the highest number ever recorded by this poll.",11-Jan
Disproven and paid for by Democrats â€œDossier used to spy on Trump Campaign. Did FBI use Intel tool to influence the Election?â€ù @foxandfriends  Did Dems or Clinton also pay Russians? Where are hidden and smashed DNC servers? Where are Crooked Hillary Emails?  What a mess!,11-Jan
"Good news: Toyota and Mazda announce giant new Huntsville, Alabama, plant which will produce over 300,000 cars and SUVâ€™s a year and employ 4000 people. Companies are coming back to the U.S. in a very big way. Congratulations Alabama!",10-Jan
"Cutting taxes and simplifying regulations makes America the place to invest! Great news as Toyota and Mazda announce they are bringing 4,000 JOBS and investing $1.6 BILLION in Alabama, helping to further grow our economy!",10-Jan
"The United States needs the security of the Wall on the Southern Border, which must be part of any DACA approval. The safety and security of our country is #1!",10-Jan
"Today, it was my great honor to welcome Prime Minister Erna Solberg of Norway to the @WhiteHouse - a great friend and ally of the United States! Joint press conference: http://45.wh.gov/BzL9PX ",10-Jan
"I want to thank my @Cabinet for working tirelessly on behalf of our country. 2017 was a year of monumental achievement and we look forward to the year ahead. Together, we are delivering results and MAKING AMERICA GREAT AGAIN! http://45.wh.gov/CabinetMeeting ",10-Jan
"The single greatest Witch Hunt in American history continues. There was no collusion, everybody including the Dems knows there was no collusion, & yet on and on it goes. Russia & the world is laughing at the stupidity they are witnessing. Republicans should finally take control!",10-Jan
"The fact that Sneaky Dianne Feinstein, who has on numerous occasions stated that collusion between Trump/Russia has not been found, would release testimony in such an underhanded and possibly illegal way, totally without authorization, is a disgrace. Must have tough Primary!",10-Jan
It just shows everyone how broken and unfair our Court System is when the opposing side in a case (such as DACA) always runs to the 9th Circuit and almost always wins before being reversed by higher courts.,10-Jan
".@ICEgov HSI agents and ERO officers, on behalf of an entire Nation, THANK YOU for what you are doing 24/7/365 to keep fellow Americanâ€™s SAFE. Everyone is so grateful!#LawEnforcementAppreciationDayPresident @realDonaldTrump",9-Jan
"Thank you @GOPLeader Kevin McCarthy! Couldnâ€™t agree w/you more. TOGETHER, we are #MAGA",9-Jan
"As I made very clear today, our country needs the security of the Wall on the Southern Border, which must be part of any DACA approval.",9-Jan
"â€œUtilities cutting rates, cite benefits of Trump tax reformâ€ù",9-Jan
"Today, it was my great honor to sign a new Executive Order to ensure Veterans have the resources they need as they transition back to civilian life. We must ensure that our HEROES are given the care and support they so richly deserve! http://45.wh.gov/HEROES ",9-Jan
"Thanks to all of the Republican and Democratic lawmakers for todayâ€™s very productive meeting on immigration reform. There was strong agreement to negotiate a bill that deals with border security, chain migration, lottery and DACA. http://45.wh.gov/POTUS45 ",9-Jan
"It was my great honor to sign H.R. 267, the â€œMartin Luther King, Jr. National Historical Park Act,â€ù which redesignates the Martin Luther King, Junior, National Historic Site in the State of Georgia as the Martin Luther King, Jr. National Historical Park. http://45.wh.gov/T5ByM5 ",9-Jan
"On behalf of the American people, THANK YOU to our incredible law enforcement officers. As President of the United States - I will fight for you, and I will never, ever let you down. Now, more than ever, we must support the men and women in blue! #LawEnforcementAppreciationDay",9-Jan
"We are fighting for our farmers, for our country, and for our GREAT AMERICAN FLAG. We want our flag respected - and we want our NATIONAL ANTHEM respected also!",8-Jan
"In every decision we make, we are honoring Americaâ€™s PROUD FARMING LEGACY. Years of crushing taxes, crippling regs, & corrupt politics left our communities hurting, our economy stagnant, & millions of hardworking Americans COMPLETELY FORGOTTEN. But they are not forgotten ANYMORE!",8-Jan
We have been working every day to DELIVER for Americaâ€™s Farmers just as they work every day to deliver FOR US. #AFBF18,8-Jan
"Canâ€™t wait to be back in the amazing state of Tennessee to address the 99th American @FarmBureau Federationâ€™s Annual Convention in Nashville! #AFBF18On my way now - join me LIVE at 4:00pmE: http://45.wh.gov/RDW8ut .",8-Jan
African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!  #NeverForget  @foxandfriends,8-Jan
"...Clinton in the WH, doubling down on Barack Obamaâ€™s failed policies, washes away any doubts that America made the right choice. This was truly a change election â€” and the changes Trump is bringing are far-reaching & necessary.â€ù Thank you Michael Goodwin!",7-Jan
"â€œHis is turning out to be an enormously consequential presidency. So much so that, despite my own frustration over his missteps, there has never been a day when I wished Hillary Clinton were president. Not one. Indeed, as Trumpâ€™s accomplishments accumulate, the mere thought of...",7-Jan
"The Stock Market has been creating tremendous benefits for our country in the form of not only Record Setting Stock Prices, but present and future Jobs, Jobs, Jobs. Seven TRILLION dollars of value created since our big election win!",7-Jan
"The Fake News Awards, those going to the most corrupt & biased of the Mainstream Media, will be presented to the losers on Wednesday, January 17th, rather than this coming Monday. The interest in, and importance of, these awards is far greater than anyone could have anticipated!",7-Jan
Jake Tapper of Fake News CNN just got destroyed in his interview with Stephen Miller of the Trump Administration. Watch the hatred and unfairness of this CNN flunky!,7-Jan
"Iâ€™ve had to put up with the Fake News from the first day I announced that I would be running for President. Now I have to put up with a Fake Book, written by a totally discredited author. Ronald Reagan had the same problem and handled it well. So will I!",7-Jan
"Leaving Camp David for the White House. Great meetings with the Cabinet and Military on many very important subjects including Border Security & the desperately needed Wall, the ever increasing Drug and Opioid Problem, Infrastructure, Military, Budget, Trade and DACA.",7-Jan
"....to President of the United States (on my first try). I think that would qualify as not smart, but genius....and a very stable genius at that!",6-Jan
"....Actually, throughout my life, my two greatest assets have been mental stability and being, like, really smart. Crooked Hillary Clinton also played these cards very hard and, as everyone knows, went down in flames. I went from VERY successful businessman, to top T.V. Star.....",6-Jan
"Now that Russian collusion, after one year of intense study, has proven to be a total hoax on the American public, the Democrats and their lapdogs, the Fake News Mainstream Media, are taking out the old Ronald Reagan playbook and screaming mental stability and intelligence.....",6-Jan
"Brian Ross, the reporter who made a fraudulent live newscast about me that drove the Stock Market down 350 points (billions of dollars), was suspended for a month but is now back at ABC NEWS in a lower capacity. He is no longer allowed to report on Trump. Should have been fired!",6-Jan
"The African American unemployment rate fell to 6.8%, the lowest rate in 45 years. I am so happy about this News! And, in the Washington Post (of all places), headline states, â€œTrumps first year jobs numbers were very, very good.â€ù",6-Jan
"Michael Wolff is a total loser who made up stories in order to sell this really boring and untruthful book. He used Sloppy Steve Bannon, who cried when he got fired and begged for his job. Now Sloppy Steve has been dumped like a dog by almost everyone. Too bad!",5-Jan
Good idea Rand!,5-Jan
The Mercer Family recently dumped the leaker known as Sloppy Steve Bannon. Smart!,5-Jan
"Well, now that collusion with Russia is proving to be a total hoax and the only collusion is with Hillary Clinton and the FBI/Russia, the Fake News Media (Mainstream) and this phony new book are hitting out at every new front imaginable. They should try winning an election. Sad!",5-Jan
"Dow goes from 18,589 on November 9, 2016, to 25,075 today, for a new all-time Record. Jumped 1000 points in last 5 weeks, Record fastest 1000 point move in history. This is all about the Make America Great Again agenda! Jobs, Jobs, Jobs. Six trillion dollars in value created!",5-Jan
"The Fake News Media barely mentions the fact that the Stock Market just hit another New Record and that business in the U.S. is booming...but the people know! Can you imagine if â€œOâ€ù was president and had these numbers - would be biggest story on earth! Dow now over 25,000.",4-Jan
"I authorized Zero access to White House (actually turned him down many times) for author of phony book! I never spoke to him for book. Full of lies, misrepresentations and sources that donâ€™t exist. Look at this guyâ€™s past and watch what happens to him and Sloppy Steve!",4-Jan
MAKING AMERICA GREAT AGAIN!,4-Jan
"Thank you to the great Republican Senators who showed up to our mtg on immigration reform. We must BUILD THE WALL, stop illegal immigration, end chain migration & cancel the visa lottery. The current system is unsafe & unfair to the great people of our country - time for change!",4-Jan
"Dow just crashes through 25,000. Congrats! Big cuts in unnecessary regulations continuing.",4-Jan
So beautiful....Show this picture to the NFL players who still kneel!,4-Jan
"With all of the failed â€œexpertsâ€ù weighing in, does anybody really believe that talks and dialogue would be going on between North and South Korea right now if I wasnâ€™t firm, strong and willing to commit our total â€œmightâ€ù against the North. Fools, but talks are a good thing!",4-Jan
"As Americans, you need identification, sometimes in a very strong and accurate form, for almost everything you do.....except when it comes to the most important thing, VOTING for the people that run your country. Push hard for Voter Identification!",4-Jan
"Many mostly Democrat States refused to hand over data from the 2016 Election to the Commission On Voter Fraud. They fought hard that the Commission not see their records or methods because they know that many people are voting illegally. System is rigged, must go to Voter I.D.",4-Jan
MAKE AMERICA GREAT AGAIN!,3-Jan
"Stock Market had another good day but, now that the Tax Cut Bill has passed, we have tremendous upward potential. Dow just short of 25,000, a number that few thought would be possible this soon into my administration. Also, unemployment went down to 4.1%. Only getting better!",3-Jan
"â€œSome 40 U.S. companies have responded to President Trumpâ€™s tax cut and reform victory in Congress last year by handing out bonuses up to $2,000, increases in 401k matches and spending on charity, a much higher number than previously known.â€ù",3-Jan
"Melania and I are deeply saddened by the death of Thomas S. Monson, a beloved President of the Church of Jesus Christ of Latter-day Saints...",3-Jan
Such respect for the people of Iran as they try to take back their corrupt government. You will see great support from the United States at the appropriate time!,3-Jan
"â€œPresident Trump has something now he didnâ€™t have a year ago, that is a set of accomplishments that nobody can deny. The accomplishments are there, look at his record, he has had a very significant first year.â€ù @LouDobbs Show,David Asman & Ed Rollins",2-Jan
I will be announcing THE MOST DISHONEST & CORRUPT MEDIA AWARDS OF THE YEAR on Monday at 5:00 oâ€™clock. Subjects will cover Dishonesty & Bad Reporting in various categories from the Fake News Media. Stay tuned!,2-Jan
"North Korean Leader Kim Jong Un just stated that the â€œNuclear Button is on his desk at all times.â€ù Will someone from his depleted and food starved regime please inform him that I too have a Nuclear Button, but it is a much bigger & more powerful one than his, and my Button works!",2-Jan
"...peace treaty with Israel. We have taken Jerusalem, the toughest part of the negotiation, off the table, but Israel, for that, would have had to pay more. But with the Palestinians no longer willing to talk peace, why should we make any of these massive future payments to them?",2-Jan
"It's not only Pakistan that we pay billions of dollars to for nothing, but also many other countries, and others. As an example, we pay the Palestinians HUNDRED OF MILLIONS OF DOLLARS a year and get no appreciation or respect. They donâ€™t even want to negotiate a long overdue...",2-Jan
"Congratulations to Senator Orrin Hatch on an absolutely incredible career. He has been a tremendous supporter, and I will never forget the (beyond kind) statements he has made about me as President. He is my friend and he will be greatly missed in the U.S. Senate!",2-Jan
We will not rest until all of Americaâ€™s GREAT VETERANS can receive the care they so richly deserve. Tremendous progress has been made in a short period of time. Keep up the great work @SecShulkin @DeptVetAffairs! https://instagram.com/p/BddOPJfAngh/ ,2-Jan
"Democrats are doing nothing for DACA - just interested in politics.  DACA activists and Hispanics will go hard against Dems, will start â€œfalling in loveâ€ù with Republicans and their President! We are about RESULTS.",2-Jan
"....impartial journalists of a much higher standard, lose all of your phony and non-existent â€œsources,â€ù and treat the President of the United States FAIRLY, so that the next time I (and the people) win, you wonâ€™t have to write an apology to your readers for a job poorly done! GL",2-Jan
"The Failing New York Times has a new publisher, A.G. Sulzberger. Congratulations! Here is a last chance for the Times to fulfill the vision of its Founder, Adolph Ochs, â€œto give the news impartially, without fear or FAVOR, regardless of party, sect, or interests involved.â€ù Get...",2-Jan
"Since taking office I have been very strict on Commercial Aviation. Good news - it was just reported that there were Zero deaths in 2017, the best and safest year on record!",2-Jan
"Sanctions and â€œotherâ€ù pressures are beginning to have a big impact on North Korea. Soldiers are dangerously fleeing to South Korea. Rocket man now wants to talk to South Korea for first time. Perhaps that is good news, perhaps not - we will see!",2-Jan
Companies are giving big bonuses to their workers because of the Tax Cut Bill. Really great!,2-Jan
Thank you to Brandon Judd of the National Border Patrol Council for your kind words on how well we are doing at the Border. We will be bringing in more & more of your great folks and will build the desperately needed WALL! @foxandfriends,2-Jan
"Crooked Hillary Clintonâ€™s top aid, Huma Abedin, has been accused of disregarding basic security protocols. She put Classified Passwords into the hands of foreign agents. Remember sailors pictures on submarine? Jail! Deep State Justice Dept must finally act? Also on Comey & others",2-Jan
"The people of Iran are finally acting against the brutal and corrupt Iranian regime. All of the money that President Obama so foolishly gave them went into terrorism and into their â€œpockets.â€ù The people have little food, big inflation and no human rights. The U.S. is watching!",2-Jan
"Will be leaving Florida for Washington (D.C.) today at 4:00 P.M. Much work to be done, but it will be a great New Year!",1-Jan
"Iran is failing at every level despite the terrible deal made with them by the Obama Administration. The great Iranian people have been repressed for many years. They are hungry for food & for freedom. Along with human rights, the wealth of Iran is being looted. TIME FOR CHANGE!",1-Jan
"The United States has foolishly given Pakistan more than 33 billion dollars in aid over the last 15 years, and they have given us nothing but lies & deceit, thinking of our leaders as fools. They give safe haven to the terrorists we hunt in Afghanistan, with little help. No more!",1-Jan
"HAPPY NEW YEAR! We are MAKING AMERICA GREAT AGAIN, and much faster than anyone thought possible!",31-Dec-17
"As our Country rapidly grows stronger and smarter, I want to wish all of my friends, supporters, enemies, haters, and even the very dishonest Fake News Media, a Happy and Healthy New Year. 2018 will be a great year for America!",31-Dec-17
"Iran, the Number One State of Sponsored Terror with numerous violations of Human Rights occurring on an hourly basis, has now closed down the Internet so that peaceful demonstrators cannot communicate. Not good!",31-Dec-17
"What a year itâ€™s been, and we're just getting started. Together, we are MAKING AMERICA GREAT AGAIN! Happy New Year!!",31-Dec-17
"My deepest condolences to the victims of the terrible shooting in Douglas County @DCSheriff, and their families. We love our police and law enforcement - God Bless them all! #LESM",31-Dec-17
"Why would smart voters want to put Democrats in Congress in 2018 Election when their policies will totally kill the great wealth created during the months since the Election. People are much better off now not to mention ISIS, VA, Judges, Strong Border, 2nd A, Tax Cuts & more?",31-Dec-17
"If the Dems (Crooked Hillary) got elected, your stocks would be down 50% from values on Election Day. Now they have a great future - and just beginning!",31-Dec-17
Big protests in Iran. The people are finally getting wise as to how their money and wealth is being stolen and squandered on terrorism. Looks like they will not take it any longer. The USA is watching very closely for human rights violations!,31-Dec-17
â€œTrump Rally: Stocks put 2017 in the record booksâ€ù,30-Dec-17
"Jobs are kicking in and companies are coming back to the U.S. Unnecessary regulations and high taxes are being dramatically Cut, and it will only get better. MUCH MORE TO COME!",30-Dec-17
"I use Social Media not because I like to, but because it is the only way to fight a VERY dishonest and unfair â€œpress,â€ù now often referred to as Fake News Media. Phony and non-existent â€œsourcesâ€ù are being used more often than ever. Many stories & reports a pure fiction!",30-Dec-17
"On Taxes: â€œThis is the biggest corporate rate cut ever, going back to the corporate income tax rate of roughly 80 years ago.This is a huge pro-growth stimulus for the economy. Every year the Obama WH overstated how the economy would grow. Now real economics and jobs.â€ù @WSJ Report",30-Dec-17
"Oppressive regimes cannot endure forever, and the day will come when the Iranian people will face a choice. The world is watching!",30-Dec-17
"The entire world understands that the good people of Iran want change, and, other than the vast military power of the United States, that Iranâ€™s people are what their leaders fear the most....",30-Dec-17
"Many reports of peaceful protests by Iranian citizens fed up with regimeâ€™s corruption & its squandering of the nationâ€™s wealth to fund terrorism abroad. Iranian govt should respect their peopleâ€™s rights, including right to express themselves. The world is watching! #IranProtests",29-Dec-17
"The Democrats have been told, and fully understand, that there can be no DACA without the desperately needed WALL at the Southern Border and an END to the horrible Chain Migration & ridiculous Lottery System of Immigration etc. We must protect our Country at all cost!",29-Dec-17
"Why is the United States Post Office, which is losing many billions of dollars a year, while charging Amazon and others so little to deliver their packages, making Amazon richer and the Post Office dumber and poorer? Should be charging MUCH MORE!",29-Dec-17
"Incredible video: @CBS does a special on the GOP tax plan The result?Every middle class family they sat down with SAVES THOUSANDS IN TAXES! RT!",27-Dec-17
"ISIS getting slaughtered: Square miles liberated from ISISTrump: 26,000 --  Obama: 13,200Total Square miles held by ISISTrump: 1,930 -- Obama: 17,500Estimated # of total ISIS Fighters:Trump: 1,000 -- Obama 35,000# of people freed: Trump: 5.3M -- Obama 2.4M",27-Dec-17
".@charliekirk11: ""What this president has done is truly historic, and if a Democrat president achieved 1/10th of what @POTUS has done over this last year, the [media] would say: 'It would be one of the most amazing first years of a presidency we've ever seen.'""",26-Dec-17
"3 big wins in 2017 you won't hear:Trump confirmed the most circuit court judges ever in a President's 1st year (all conservatives)Trump deregulated the economy more than any President in 100 yrsTrump opened up markets to allow billions of dollars of US goods to be exported",28-Dec-17
